"business_product_id";"discriminator";"changed_time";"deleted";"name";"name_or_number";"product_type";"parent_product_ids";"street";"house_number";"box_number";"postal_code";"city_name";"main_city_name";"x";"y";"lat";"long";"distance";"promotional_region";"green_key_labeled";"accessibility_label";"closing_period";"next_year_closing_period";"phone1";"phone2";"phone3";"email";"website";"facebook";"twitter";"flickr";"instagram";"product_description";"cafeteria_present";"bar_cafe_cafetaria";"bikes_available";"child_animation";"dumping_station";"fishing";"internet_connection";"jacuzzi";"lake";"laundry_service";"mini_golf";"other_sports";"pets_allowed";"play_ground";"restaurant";"sauna";"shop";"snacks";"solarium";"specific_children_facilities";"specific_large_families_facilities";"specific_senior_facilities";"swimming";"tennis_court";"status";"last_status_change_date";"number_of_units";"maximum_capacity";"number_of_short_term_camping_spots";"number_of_touristic_camping_spots";"number_of_camper_stands";"number_of_camping_spots";"number_of_residence_units";"number_of_long_term_camping_spots";"number_of_residence_units_for_rental";"number_of_hikers_huts";"current_year_tourist_pitch_per_night_min";"current_year_tourist_pitch_per_night_max";"current_year_camping_field_pitch_per_night_min";"current_year_camping_field_pitch_per_night_max";"current_year_camping_field_pitch_per_year_min";"current_year_camping_field_pitch_per_year_max";"current_year_caravan_bungalow_per_weekend_min";"current_year_caravan_bungalow_per_weekend_max";"current_year_caravan_bungalow_per_midweek_min";"current_year_caravan_bungalow_per_midweek_max";"current_year_caravan_bungalow_per_week_min";"current_year_caravan_bungalow_per_week_max";"current_year_tent_per_weekend_min";"current_year_tent_per_weekend_max";"current_year_tent_per_midweek_min";"current_year_tent_per_midweek_max";"current_year_tent_per_week_min";"current_year_tent_per_week_max";"next_year_tourist_pitch_per_night_min";"next_year_tourist_pitch_per_night_max";"next_year_camping_field_pitch_per_night_min";"next_year_camping_field_pitch_per_night_max";"next_year_camping_field_pitch_per_year_min";"next_year_camping_field_pitch_per_year_max";"next_year_caravan_bungalow_per_weekend_min";"next_year_caravan_bungalow_per_weekend_max";"next_year_caravan_bungalow_per_midweek_min";"next_year_caravan_bungalow_per_midweek_max";"next_year_caravan_bungalow_per_week_min";"next_year_caravan_bungalow_per_week_max";"next_year_tent_per_weekend_min";"next_year_tent_per_weekend_max";"next_year_tent_per_midweek_min";"next_year_tent_per_midweek_max";"next_year_tent_per_week_min";"next_year_tent_per_week_max";"parking_available";"discount_children";"direct_booking_link";"imagesurl";"imagesurlmain"
"390450";"CAMPER_TERRAIN";"2025-03-06 17:02:56";"0";"";"";"BASE";"";"-";"";"";"3640";"Ophoven";"Kinrooi";"";"";"";"";"";"maasland";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-03-14 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"390666";"CAMPER_TERRAIN";"2025-03-06 11:24:16";"0";"";"";"BASE";"";"-";"";"";"8740";"Pittem";"Pittem";"";"";"";"";"";"brugseOmmeland";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2022-05-16 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"390669";"CAMPER_TERRAIN";"2025-03-06 17:04:46";"0";"";"";"BASE";"";"-";"";"";"3960";"Bree";"Bree";"";"";"";"";"";"limburgseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2021-07-08 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"219459";"CAMPER_TERRAIN";"2025-03-07 01:28:17";"0";"";"";"BASE";"";"-";"";"";"2350";"Vosselaar";"Vosselaar";"";"";"";"";"";"antwerpseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2024-08-08 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"219595";"CAMPER_TERRAIN";"2025-03-07 01:10:44";"0";"";"";"BASE";"";"-";"";"";"2930";"Brasschaat";"Brasschaat";"";"";"";"";"";"antwerpseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-04-06 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"389828";"CAMPER_TERRAIN";"2025-03-06 09:53:35";"0";"";"";"BASE";"";"-";"";"";"3900";"Pelt";"Pelt";"";"";"";"";"";"limburgseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2025-03-06 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"395352";"CAMPER_TERRAIN";"2025-03-07 01:08:28";"0";"";"";"BASE";"";"-";"";"";"2910";"Essen";"Essen";"";"";"";"";"";"antwerpseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2025-01-30 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"220863";"CAMPER_TERRAIN";"2025-03-06 20:05:50";"0";"";"";"BASE";"";"-";"";"";"9220";"Hamme";"Hamme";"";"";"";"";"";"scheldeland";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2019-12-20 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"223242";"CAMPER_TERRAIN";"2023-11-30 08:21:03";"1";"";"";"BASE";"";"-";"";"";"3970";"Leopoldsburg";"Leopoldsburg";"";"";"";"";"";"limburgseKempen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2022-04-21 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"406969";"CAMPER_TERRAIN";"2025-03-24 12:40:05";"0";"";"";"BASE";"";"-";"";"";"3770";"Kanne";"Riemst";"";"";"";"";"";"haspengouw";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2025-03-24 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"229252";"CAMPER_TERRAIN";"2025-03-06 20:07:03";"0";"";"";"BASE";"";"-";"";"";"9900";"Eeklo";"Eeklo";"";"";"";"";"";"meetjesland";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2022-01-21 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398914";"CAMPER_TERRAIN";"2023-09-01 06:49:06";"1";"";"";"BASE";"";"-";"";"";"9636";"Nederzwalm-Hermelgem";"Zwalm";"";"";"";"";"";"vlaamseArdennen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-08-10 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398915";"CAMPER_TERRAIN";"2023-09-01 06:50:04";"1";"";"";"BASE";"";"-";"";"";"9636";"Nederzwalm-Hermelgem";"Zwalm";"";"";"";"";"";"vlaamseArdennen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-08-10 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398916";"CAMPER_TERRAIN";"2023-09-01 06:50:07";"1";"";"";"BASE";"";"-";"";"";"9636";"Nederzwalm-Hermelgem";"Zwalm";"";"";"";"";"";"vlaamseArdennen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-08-16 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398917";"CAMPER_TERRAIN";"2025-03-06 11:32:00";"0";"";"";"BASE";"";"-";"";"";"9636";"Nederzwalm-Hermelgem";"Zwalm";"";"";"";"";"";"vlaamseArdennen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2024-08-12 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398422";"CAMPER_TERRAIN";"2025-03-06 12:26:14";"0";"";"";"BASE";"";"-";"";"";"8650";"Houthulst";"Houthulst";"";"";"";"";"";"westhoek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-08-21 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"398423";"CAMPER_TERRAIN";"2025-03-06 12:26:15";"0";"";"";"BASE";"";"-";"";"";"8650";"Houthulst";"Houthulst";"";"";"";"";"";"westhoek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-09-12 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"395477";"CAMPER_TERRAIN";"2025-03-06 11:24:51";"0";"";"";"BASE";"";"-";"";"";"8800";"Roeselare";"Roeselare";"";"";"";"";"";"leieStreek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2024-04-10 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"261603";"CAMPER_TERRAIN";"2025-03-06 12:39:24";"0";"";"";"BASE";"";"-";"";"";"8600";"Diksmuide";"Diksmuide";"";"";"";"";"";"westhoek";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"STOPPED";"2023-09-14 00:00:00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"387544";"CAMPER_TERRAIN";"2025-03-06 11:16:53";"0";"AGB MENEN KAMPEERWAGENTERREIN";"AGM MENEN KAMPEERWAGENTERREIN";"BASE";"";"Sluizenkaai";"75";"";"8930";"Rekkem";"Menen";"61674.36";"165617.71";"50.79432496310291";"3.115921879365235";"";"leieStreek";"";"";"";"";"+32476334305";"";"";"agb@menen.be";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ACKNOWLEDGED";"2021-01-25 00:00:00";"4";"16";"0";"0";"4";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"228200";"CAMPER_TERRAIN";"2025-03-06 11:14:19";"0";"Broeltorens";"Broeltorens";"BASE";"";"Damkaai";"0";"";"8500";"Kortrijk";"Kortrijk";"72504.38";"169598.7";"50.83164960861237";"3.268677132439693";"";"leieStreek";"0";"";"";"";"+32 56 28 12 12";"";"";"info@parko.be";"http://www.parko.be";"";"";"";"";"Het kampeerautoterrein Broeltorens Kortrijk is een volledig uitgerust kampeerautoterrein met 8 ruime plaatsen waar kampeerautotoeristen drinkwater en elektriciteit kunnen krijgen. Ze kunnen er ook hun afval(water) kwijt. Het kampeerautoterrein Broeltorens is ideaal gelegen: op een boogscheut van het historische en commerciële hart én met zicht op de Broeltorens. Geen enkele andere Vlaamse stad biedt accommodatie zo dicht bij het centrum aan. Tegelijkertijd kampeer je ook vlakbij de vernieuwde Leieboorden, die een ideale fiets- en wandelpromenade zijn.";"";"0";"0";"NONE";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"0";"ACKNOWLEDGED";"2017-12-19 00:00:00";"8";"32";"0";"0";"8";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://images.visitflanders.org/product/original/228200/67b8e750-6fa2-42f0-9137-eec791b5a0b6.jpg,http://images.visitflanders.org/product/original/228200/acb7f298-a7f8-4f96-9d63-afe3c1d6c07d.jpg,http://images.visitflanders.org/product/original/228200/e3d3452d-90c7-4a76-8aec-91690a2936f0.jpg,";""
"397705";"CAMPER_TERRAIN";"2025-03-06 12:48:53";"0";"Camperduin";"Camperduin";"BASE";"";"PYLYSERLAAN";"49";"";"8670";"Koksijde";"Koksijde";"30164.1666202031";"201506.6937009376";"51.111236";"2.657388";"";"kust";"";"";"";"";"0460 94 79 40";"";"";"info@camperduin.be";"https://www.camperduin.be/info";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ACKNOWLEDGED";"2023-07-03 00:00:00";"69";"276";"0";"0";"69";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"386534";"CAMPER_TERRAIN";"2025-03-06 12:28:09";"0";"Camperhoeve De Bonterie";"Camperhoeve De Bonterie";"BASE";"";"KEIEMDORPSTRAAT";"170";"";"8600";"Diksmuide";"Diksmuide";"46584.44";"198301.54";"51.0855879678576";"2.892724857588826";"";"westhoek";"";"";"";"";"+32 474 96 10 94";"";"";"info@debonterie.be";"http://www.debonterie.be";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"ACKNOWLEDGED";"2020-11-30 00:00:00";"9";"36";"0";"0";"9";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"287410";"CAMPER_TERRAIN";"2025-03-06 21:42:36";"0";"Camperpark Poldervallei";"Camperpark Poldervallei";"BASE";"";"Westendelaan";"178";"";"8430";"Middelkerke";"Middelkerke";"39013.73";"207645.84";"51.16816046875307";"2.781852511985047";"";"kust";"0";"";"01/01/2017 - 31/01/2017
01/12/2017 - 31/12/2017";"";"+32 59 30 17 71";"+32 472 92 03 75";"";"info@campingpoldervallei.be";"http://www.campingpoldervallei.be";"";"";"";"";"";"";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"0";"ACKNOWLEDGED";"2018-05-08 00:00:00";"16";"64";"0";"0";"16";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"http://images.visitflanders.org/product/original/287410/7f1d6e37-65fa-4fbb-95bb-ffdec41381cb.jpg,http://images.visitflanders.org/product/original/287410/8c0880e9-99be-4918-9a8d-eac2a17e66c7.jpg,http://images.visitflanders.org/product/original/287410/8b39c8ec-1f4c-4d94-a11d-1f7158c51e9e.jpg,http://images.visitflanders.org/product/original/287410/0ad67ec0-4f9c-4ea3-adfd-c2268ee6e3a7.jpg,http://images.visitflanders.org/product/original/287410/b3e8049d-438c-4cf0-955f-1bf9c2a87e88.jpg,http://images.visitflanders.org/product/original/287410/233b00e7-949a-460f-92b8-46e932899efe.jpg,http://images.visitflanders.org/product/original/287410/76b058bf-6252-4dc9-b3ac-4baca8f61b4c.jpg,http://images.visitflanders.org/product/original/287410/6e3e1841-0cf8-4e3f-b082-b0bf6a0975c6.jpg,http://images.visitflanders.org/product/original/287410/0a2fd277-a62b-4471-8c76-7547dfccbc7f.jpg,http://images.visitflanders.org/product/original/287410/f2dd58e4-0993-4cfc-9589-35b2959b9b03.jpg,http://images.visitflanders.org/product/original/287410/67baa588-0743-4fea-a6f7-a67535dc4f88.jpg,http://images.visitflanders.org/product/original/287410/f0555cb2-8980-4ceb-9ed0-f883f4376e82.jpg,";""
